Ref Number,Date/time received,Page Title,Page URL,Y/N,What's wrong,Details,Topic,Personal info (Y/N),Notes,Blank,Test - auto-topic generator
05/20-1179,Wed May 27 2020 03:59:23 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,,Test,,,,,
05/20-1180,Wed May 27 2020 04:29:03 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,When at work is mandatory to wear mask...what an asthmatic person should do because for him is not appropriate to wear mask,,,,,
05/20-1181,Wed May 27 2020 04:32:39 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The information isn’t clear,,No details,,,,
05/20-1182,Wed May 27 2020 05:31:12 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The information isn’t clear,What kind of sore throat? Does it look a certain way?,,,,,
05/20-1183,Wed May 27 2020 09:12:17 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,,Comment faire la différence entre une personne allergique ou asthmatique et une personne atteint de corona Verus,,,,,
05/20-1184,Wed May 27 2020 10:10:24 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,Quels sont les symptômes post COVID-19. APRÈS l'avoir attraper et être re devenu négatif (les séquelles)?,,,,,
05/20-1185,Wed May 27 2020 12:05:35 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,"how long before symptons progress. ie. overall flu like symptoms achy, sinus",,,,,
05/20-1186,Wed May 27 2020 12:12:14 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,I’m not in the right place,I was doing a progect on ebola and it took me here,,,,,
05/20-1187,Wed May 27 2020 12:39:23 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,who do I call to see if I need to be tested,,,,,
05/20-1188,Wed May 27 2020 12:58:51 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,How do they test you for the virus,,,,,
05/20-1189,Wed May 27 2020 13:11:14 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,If you get the Pneumococcal vaccine does it help if you contract Covid-19,,,,,
05/20-1190,Wed May 27 2020 13:23:18 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,ce n'est pas clair à quel moment on peut ou on doit contacter la clinique.,,,,,
05/20-1191,Wed May 27 2020 14:57:40 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,"I would like to know, someone who has had a laryngectomy should wear a mask.",,,,,
05/20-1192,Wed May 27 2020 14:58:27 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,Other reason,,No details,,,,
05/20-1193,Wed May 27 2020 15:29:52 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,"If I pick up relatives returning from travel outside Canada and they will stay with me, do I need to be quarantined for 14 days?",,,,,
05/20-1194,Wed May 27 2020 15:41:59 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,Can I use ozone from my CPAP cleaner to clean a mask ?,,,,,
05/20-1195,Wed May 27 2020 15:54:59 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,"am i allowed to walk my dog outside of the house, if i am wearing a mask. we are getting conflicting statements from Government",,,,,
05/20-1196,Wed May 27 2020 15:55:12 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,Other reason,One question only. You want to fix the problems in old age homes. GIVE US THE NAMES OF THE PEOPLE WHO OWN THE HOMES! I don't want corporation names.I want to know who ownes the corporation.,Feedback unclear,,Flagged as aggressive.,,
05/20-1197,Wed May 27 2020 15:55:21 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-1198,Wed May 27 2020 15:57:42 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,,je voudrais des informations sur le dépistage de la covid19,,,,,
05/20-1199,Wed May 27 2020 16:03:41 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,How long does the virus generally last from the first appearance of symtoms? How long does it take to get results after being tested for COVID19? If you were tested at a hospital will the hospital call you with the results or do you have to follow up?,,,,,
05/20-1200,Wed May 27 2020 16:30:42 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,,Quelle est la date que nous recevrons Le paiement 300.00 et le 200.00,,,,,
05/20-1201,Wed May 27 2020 16:46:47 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,How long after 14 days of symptoms appearing are you contagious,,,,,
05/20-1202,Wed May 27 2020 17:02:22 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,,air climatisé suggéré ou non,,,,,
05/20-1203,Wed May 27 2020 17:04:39 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,is a rash on face a possible sign?,,,,,
05/20-1204,Wed May 27 2020 17:12:59 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,I’m not in the right place,Renting a cottages,,,,,
05/20-1205,Wed May 27 2020 17:15:18 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,what is considered a high temperature for covid 19,,,,,
05/20-1206,Wed May 27 2020 17:25:31 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,where do i go to get tested,,,,,
05/20-1207,Wed May 27 2020 17:27:17 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,"J'aimerais connaître les symptômes de la Covid-19, versus ceux de la grippe saisonnière.",,,,,
05/20-1208,Wed May 27 2020 17:58:27 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,"I live in a house with basement tenants,we share hallway and laundry can th tenant bring outside people into this house",,,,,
05/20-1209,Wed May 27 2020 18:01:38 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,ppe,,,,,
05/20-1210,Wed May 27 2020 18:05:18 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,how do you isolate for 14 days totally when you live with someone else and there is only one bathroom and an senior in the house,,,,,
05/20-1211,Wed May 27 2020 18:05:23 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,I want to know where I can get an antibody test,,,,,
05/20-1212,Wed May 27 2020 18:08:14 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,how do I purchase online?,,,,,
05/20-1213,Wed May 27 2020 18:19:14 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,How long after your last symptom can you stop isolation,,,,,
05/20-1214,Wed May 27 2020 18:36:50 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,,SEXUALITÉ,Feedback unclear,,,,
05/20-1215,Wed May 27 2020 18:52:40 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,need to know where in Kitchener I can go to get tested,,,,,
05/20-1216,Wed May 27 2020 19:19:50 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,I’m not in the right place,,No details,,,,
05/20-1217,Wed May 27 2020 20:11:03 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,Covid blisters,,,,,
05/20-1218,Wed May 27 2020 20:33:47 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,How many people can be in a group?,,,,,
05/20-1219,Wed May 27 2020 20:34:06 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,Spit darker,,,,,
05/20-1220,Wed May 27 2020 20:34:36 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,When will we receive our money the onE time seniors payment?,,,,,
05/20-1221,Wed May 27 2020 20:41:08 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,,que signifie le chiffre 19,,,,,
05/20-1222,Wed May 27 2020 20:46:09 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
